true_label,pred_prob
1,0.28027045726776123
0,0.009610460139811039
0,0.033469635993242264
0,0.03306004777550697
0,0.14139637351036072
0,0.055716998875141144
0,0.009581288322806358
0,0.01886860653758049
0,0.030850226059556007
0,0.028822416439652443
0,0.05181929096579552
0,0.013773531652987003
0,0.050931043922901154
0,0.03126870095729828
0,0.014408756047487259
0,0.10558467358350754
0,0.5710397958755493
0,0.035045184195041656
0,0.020982639864087105
0,0.03263893350958824
0,0.12460745871067047
0,0.047299206256866455
0,0.15943379700183868
0,0.014358791522681713
0,0.012857360765337944
0,0.02450728788971901
1,0.21506941318511963
0,0.1274034082889557
0,0.05373621731996536
0,0.029281577095389366
0,0.23565168678760529
0,0.09352945536375046
0,0.013075675815343857
0,0.0775107890367508
0,0.08434507250785828
0,0.052804455161094666
0,0.007259075995534658
0,0.016796132549643517
0,0.012038486078381538
0,0.013421510346233845
1,0.2692284882068634
0,0.18147264420986176
1,0.04441669583320618
0,0.014736110344529152
0,0.19650733470916748
0,0.15498176217079163
0,0.08254576474428177
0,0.07709981501102448
0,0.018467389047145844
0,0.1403692066669464
0,0.026812616735696793
0,0.04310031607747078
0,0.023093296214938164
0,0.045655835419893265
0,0.016887975856661797
0,0.2789894938468933
0,0.21794475615024567
0,0.08120672404766083
0,0.07534085214138031
0,0.062141768634319305
0,0.009191044606268406
0,0.17723792791366577
0,0.0701439306139946
0,0.022276218980550766
0,0.13908636569976807
0,0.10637839883565903
0,0.047965649515390396
0,0.1487182080745697
0,0.05269169062376022
0,0.06735649704933167
0,0.10681641101837158
0,0.0641179010272026
0,0.05611921101808548
0,0.19123835861682892
0,0.2160390019416809
0,0.12777277827262878
0,0.025727909058332443
0,0.12829750776290894
0,0.04941213130950928
0,0.026615707203745842
0,0.043355997651815414
1,0.06597350537776947
0,0.042215485125780106
0,0.08577923476696014
0,0.060466162860393524
0,0.03396187350153923
0,0.02116028033196926
0,0.04989097639918327
0,0.05633779987692833
0,0.05186523124575615
0,0.035768061876297
0,0.034668777137994766
0,0.0892048254609108
0,0.061995916068553925
1,0.12494301050901413
0,0.016638189554214478
0,0.30344077944755554
0,0.17195507884025574
0,0.03771185874938965
0,0.03997914865612984
0,0.22005626559257507
0,0.2499638795852661
0,0.15249820053577423
0,0.23516008257865906
0,0.041408929973840714
0,0.04934801161289215
0,0.0217434149235487
0,0.053054358810186386
0,0.04611891880631447
0,0.01461797021329403
1,0.26018044352531433
0,0.03635665401816368
0,0.00940938014537096
0,0.13793718814849854
0,0.027111021801829338
0,0.11978580802679062
0,0.023160723969340324
0,0.10786890983581543
0,0.018113166093826294
0,0.15047872066497803
0,0.016894159838557243
0,0.14872673153877258
0,0.008325505070388317
0,0.05462298169732094
0,0.03843856602907181
0,0.09692469239234924
0,0.029859967529773712
0,0.09181763976812363
0,0.44449469447135925
0,0.07136528939008713
0,0.09894556552171707
0,0.05464281141757965
0,0.05307858809828758
0,0.11757690459489822
0,0.02018405869603157
0,0.03317008167505264
0,0.03142666071653366
0,0.016213081777095795
1,0.14522108435630798
0,0.0879112258553505
0,0.16200783848762512
0,0.21584102511405945
0,0.021567117422819138
0,0.01639559492468834
0,0.10828033089637756
0,0.2120373547077179
0,0.029137998819351196
0,0.012776870280504227
0,0.04067378491163254
0,0.021870315074920654
0,0.09138034284114838
0,0.013999268412590027
0,0.02423700876533985
0,0.014487667940557003
1,0.13724321126937866
0,0.08913910388946533
0,0.011821172200143337
0,0.021698441356420517
0,0.0288374163210392
0,0.006352280266582966
0,0.5127894282341003
0,0.020040716975927353
0,0.01305057480931282
1,0.1639242023229599
0,0.04981013014912605
0,0.18057937920093536
0,0.03497796505689621
0,0.050344936549663544
0,0.07434903085231781
0,0.037917621433734894
0,0.08114016801118851
0,0.02981792576611042
0,0.03840215131640434
0,0.10476214438676834
0,0.024239467456936836
0,0.07475599646568298
0,0.14250117540359497
0,0.18791073560714722
0,0.03910550847649574
0,0.03740834444761276
1,0.06442413479089737
0,0.04020090773701668
0,0.15626339614391327
0,0.05482149496674538
1,0.1337006539106369
0,0.03870144858956337
0,0.02027752250432968
0,0.0707915872335434
0,0.04184174910187721
0,0.01643904484808445
0,0.028999609872698784
0,0.023040790110826492
0,0.1015019565820694
0,0.020696209743618965
0,0.025769978761672974
0,0.07452928274869919
0,0.08392639458179474
0,0.019518481567502022
0,0.12522947788238525
0,0.02539321593940258
0,0.05787985399365425
0,0.03484092280268669
0,0.1928151696920395
0,0.08162369579076767
0,0.19512155652046204
0,0.040628448128700256
0,0.022695593535900116
0,0.1863604485988617
0,0.020288096740841866
0,0.07010733336210251
0,0.11143320798873901
1,0.47454822063446045
0,0.17333588004112244
0,0.05046939477324486
0,0.018349284306168556
0,0.03564239293336868
0,0.08552367240190506
0,0.05046127364039421
0,0.026481235399842262
0,0.03058338351547718
0,0.04217712581157684
0,0.15861597657203674
0,0.09096846729516983
0,0.050332844257354736
0,0.04414703696966171
0,0.043279435485601425
0,0.06503693759441376
0,0.02971416339278221
0,0.09691432863473892
0,0.035275090485811234
0,0.034289050847291946
0,0.16059806942939758
0,0.2792937159538269
0,0.005868695210665464
0,0.11278939992189407
1,0.3588606119155884
0,0.014345004223287106
0,0.009980973787605762
0,0.16444233059883118
0,0.021864326670765877
0,0.05542254447937012
0,0.028430210426449776
1,0.0673716738820076
0,0.03518592566251755
0,0.04527679830789566
0,0.1134350448846817
1,0.04914349690079689
0,0.025805341079831123
0,0.07067523151636124
0,0.01423724740743637
0,0.2894452214241028
0,0.19068484008312225
0,0.08887219429016113
0,0.008619519881904125
0,0.06585212051868439
1,0.06187930330634117
0,0.022808177396655083
0,0.09293368458747864
0,0.026258409023284912
0,0.016701452434062958
1,0.3181305527687073
1,0.38183900713920593
0,0.1391429752111435
0,0.0589541532099247
0,0.005755903199315071
0,0.08349726349115372
0,0.05678798258304596
0,0.013893348164856434
0,0.041453056037425995
0,0.2190880924463272
0,0.021422656252980232
0,0.03649093955755234
0,0.04894758015871048
0,0.02301628701388836
0,0.03190668299794197
0,0.030447471886873245
0,0.062038663774728775
0,0.04035680368542671
0,0.15901029109954834
0,0.009967733174562454
0,0.03408782184123993
0,0.060186855494976044
0,0.09357666224241257
1,0.1284652203321457
0,0.18366506695747375
0,0.020093198865652084
0,0.06853066384792328
0,0.07495538145303726
0,0.09142784774303436
0,0.02083214372396469
0,0.015282167121767998
1,0.16747717559337616
0,0.03479478135704994
0,0.04927414655685425
0,0.011900491081178188
0,0.11578233540058136
0,0.05047295242547989
0,0.36760765314102173
0,0.019219934940338135
0,0.01893497072160244
0,0.06433569639921188
0,0.014801871962845325
0,0.03836500644683838
0,0.036100905388593674
0,0.11281786113977432
0,0.03007865697145462
0,0.017913157120347023
0,0.08855193108320236
0,0.2769801914691925
0,0.15580670535564423
0,0.07714719325304031
0,0.05002439394593239
0,0.05180797353386879
0,0.013278566300868988
0,0.03972110524773598
0,0.019447816535830498
0,0.006785173900425434
0,0.07213157415390015
0,0.05974100902676582
0,0.005357402842491865
0,0.0546627901494503
0,0.0243609007447958
0,0.05654805898666382
0,0.004608688410371542
0,0.04494967311620712
0,0.04398101195693016
0,0.05768570303916931
0,0.288155198097229
0,0.1054258868098259
0,0.30641037225723267
0,0.03970669209957123
0,0.07063332200050354
0,0.07619189471006393
0,0.038573142141103745
0,0.27363911271095276
0,0.05409691482782364
0,0.009972217492759228
0,0.05184084549546242
0,0.021566839888691902
0,0.05304174870252609
0,0.15921390056610107
0,0.0030121630989015102
0,0.011921625584363937
0,0.012548464350402355
1,0.5397331118583679
0,0.02063627541065216
0,0.05186869204044342
0,0.011700538918375969
1,0.10123554617166519
0,0.1318429559469223
0,0.10251253098249435
0,0.115958571434021
0,0.05990242958068848
0,0.07131071388721466
0,0.040309611707925797
0,0.09536192566156387
0,0.043029338121414185
0,0.07381308823823929
0,0.05365600436925888
0,0.030880680307745934
0,0.06706104427576065
0,0.022631488740444183
0,0.04276373237371445
0,0.11170797795057297
0,0.03823975473642349
0,0.08005455136299133
0,0.04869533330202103
0,0.0549018494784832
1,0.15556135773658752
0,0.014819432981312275
0,0.08256322890520096
0,0.01915193721652031
0,0.3032957911491394
0,0.09928625077009201
0,0.23885825276374817
0,0.07984364777803421
0,0.026072045788168907
0,0.04443122819066048
0,0.02210153266787529
0,0.007661167997866869
0,0.021883277222514153
1,0.4855983257293701
0,0.04538283497095108
0,0.02191994898021221
0,0.00806008093059063
0,0.05637195706367493
0,0.0395335927605629
0,0.051548104733228683
0,0.053095363080501556
1,0.19408752024173737
0,0.02936020866036415
0,0.008064515888690948
0,0.023574717342853546
0,0.23730748891830444
0,0.024687502533197403
0,0.03376493975520134
0,0.0428408645093441
0,0.016544492915272713
0,0.048120737075805664
0,0.0402645543217659
0,0.032214488834142685
0,0.15369266271591187
0,0.1036616638302803
0,0.18899449706077576
0,0.09243405610322952
0,0.02755706012248993
0,0.01587819494307041
0,0.10437179356813431
1,0.2180822342634201
0,0.05888089910149574
0,0.003990137949585915
0,0.020253237336874008
0,0.05783713236451149
1,0.2322922945022583
0,0.0381319597363472
0,0.11521375179290771
0,0.1891760379076004
0,0.03127635642886162
0,0.047698114067316055
1,0.053170956671237946
0,0.02646474353969097
0,0.04777432978153229
0,0.013332935981452465
0,0.03169940784573555
1,0.1990722268819809
0,0.5687943696975708
0,0.05256182700395584
0,0.07456956058740616
0,0.05876389518380165
0,0.044438742101192474
0,0.01067085936665535
0,0.38692590594291687
0,0.056145600974559784
0,0.028036776930093765
0,0.055879101157188416
0,0.011489455588161945
0,0.07441094517707825
0,0.20074722170829773
0,0.05145435407757759
0,0.19992265105247498
0,0.08982159197330475
0,0.012791283428668976
0,0.05644954741001129
0,0.0684485211968422
0,0.04669026657938957
0,0.039399608969688416
0,0.07862602174282074
0,0.0182464811950922
0,0.030450619757175446
0,0.034653689712285995
0,0.08618883788585663
0,0.07239378988742828
0,0.11673891544342041
0,0.027805190533399582
0,0.08008681237697601
0,0.15849989652633667
0,0.10162082314491272
0,0.01594088226556778
0,0.02860286459326744
0,0.07191945612430573
0,0.04876726120710373
0,0.04646224528551102
0,0.3784500062465668
0,0.014181102626025677
0,0.03730258718132973
0,0.0391271747648716
0,0.019105972722172737
0,0.09418115764856339
0,0.1549663096666336
0,0.009532587602734566
1,0.13728758692741394
1,0.3328130841255188
0,0.021189864724874496
0,0.04385094717144966
0,0.198772132396698
0,0.025499092414975166
0,0.07688149064779282
1,0.3022250235080719
0,0.08246727287769318
0,0.049332212656736374
0,0.01351669616997242
0,0.14837823808193207
0,0.017791518941521645
0,0.025769995525479317
0,0.4198703467845917
0,0.011943010613322258
0,0.0848289430141449
0,0.06356698274612427
0,0.08312079310417175
0,0.09745956212282181
0,0.03528004512190819
0,0.014675406739115715
1,0.13521210849285126
0,0.020089151337742805
0,0.11793143302202225
0,0.02149638719856739
0,0.05169576033949852
0,0.016940489411354065
0,0.010039043612778187
0,0.012118348851799965
0,0.008853972889482975
0,0.08389967679977417
0,0.14325179159641266
0,0.07012544572353363
0,0.02201884053647518
0,0.039366163313388824
0,0.07058098912239075
0,0.09784262627363205
0,0.2251235991716385
0,0.04358668997883797
0,0.031397413462400436
0,0.021058136597275734
0,0.1038116067647934
0,0.012922310270369053
0,0.026069974526762962
0,0.06812676787376404
0,0.037669822573661804
0,0.06129280477762222
0,0.10411921888589859
0,0.07267896831035614
0,0.24114811420440674
0,0.029327545315027237
0,0.1064319834113121
0,0.060619696974754333
0,0.03592495620250702
0,0.1351219117641449
0,0.03007839061319828
0,0.11891968548297882
0,0.2051137536764145
0,0.04274802282452583
0,0.03293369710445404
0,0.03176803141832352
0,0.12027522176504135
0,0.023030290380120277
1,0.26466482877731323
0,0.02435118332505226
0,0.009537415578961372
0,0.019290447235107422
0,0.023290075361728668
0,0.0814586877822876
0,0.02780449390411377
0,0.02830972522497177
0,0.009859422221779823
0,0.010497938841581345
0,0.005757467355579138
0,0.017926719039678574
